Year,NOC,Athletes,Total_Medals,Efficiency
1968,IRI,18,26,1.4444444444444444
1968,IRL,31,57,1.8387096774193548
1968,IRQ,3,4,1.3333333333333333
1968,ISL,12,24,2.0
1968,ISR,29,39,1.3448275862068966
1968,ISV,6,6,1.0
1968,ITA,214,347,1.6214953271028036
1968,JAM,25,35,1.4
1968,JPN,232,384,1.6551724137931034
1968,KEN,39,50,1.2820512820512822
1968,KOR,62,80,1.2903225806451613
1968,KUW,2,2,1.0
1968,LBA,1,1,1.0
1968,LIB,14,21,1.5
1968,LIE,11,20,1.8181818181818181
1968,LUX,5,7,1.4
1968,MAD,4,6,1.5
1968,MAR,30,33,1.1
1968,MAS,31,35,1.1290322580645162
1968,MEX,275,446,1.6218181818181818
1968,MGL,23,48,2.0869565217391304
1968,MLI,2,2,1.0
1968,MLT,1,1,1.0
1968,MON,2,2,1.0
1968,MYA,4,4,1.0
1968,NCA,11,16,1.4545454545454546
1968,NED,116,166,1.4310344827586208
1968,NGR,36,46,1.2777777777777777
1968,NIG,2,2,1.0
1968,NOR,111,193,1.7387387387387387
1968,NZL,58,80,1.3793103448275863
1968,PAK,15,15,1.0
1968,PAN,16,16,1.0
1968,PAR,1,1,1.0
1968,PER,28,33,1.1785714285714286
1968,PHI,49,89,1.816326530612245
1968,POL,208,348,1.6730769230769231
1968,POR,20,33,1.65
1968,PUR,58,99,1.706896551724138
1968,ROU,112,141,1.2589285714285714
1968,SEN,21,24,1.1428571428571428
1968,SGP,4,6,1.5
1968,SLE,3,4,1.3333333333333333
1968,SMR,4,4,1.0
1968,SRI,3,3,1.0
1968,SUD,5,7,1.4
1968,SUI,119,217,1.8235294117647058
1968,SUR,1,1,1.0
1968,SWE,168,298,1.7738095238095237
1968,SYR,2,2,1.0
1968,TAN,4,5,1.25
1968,TCH,169,274,1.621301775147929
1968,THA,41,46,1.1219512195121952
1968,TPE,43,93,2.1627906976744184
1968,TTO,19,25,1.3157894736842106
1968,TUN,7,8,1.1428571428571428
1968,TUR,40,50,1.25
1968,UGA,11,14,1.2727272727272727
1968,URS,386,592,1.5336787564766838
1968,URU,27,50,1.8518518518518519
1968,USA,453,664,1.465783664459161
1968,VEN,23,30,1.3043478260869565
1968,VNM,9,9,1.0
1968,YUG,99,176,1.7777777777777777
1968,ZAM,7,7,1.0
1972,AFG,8,8,1.0
1972,AHO,2,2,1.0
1972,ALB,5,5,1.0
1972,ALG,5,7,1.4
1972,ARG,94,129,1.372340425531915
1972,AUS,172,278,1.6162790697674418
1972,AUT,151,211,1.3973509933774835
1972,BAH,20,25,1.25
1972,BAR,13,20,1.5384615384615385
1972,BEL,89,109,1.2247191011235956
1972,BEN,3,3,1.0
1972,BER,9,9,1.0
1972,BIZ,1,2,2.0
1972,BOL,11,14,1.2727272727272727
1972,BRA,81,104,1.2839506172839505
1972,BUL,134,238,1.7761194029850746
1972,BUR,1,1,1.0
1972,CAM,9,17,1.8888888888888888
1972,CAN,255,429,1.6823529411764706
1972,CGO,6,8,1.3333333333333333
1972,CHA,4,5,1.25
1972,CHI,11,13,1.1818181818181819
1972,CIV,11,13,1.1818181818181819
1972,CMR,11,18,1.6363636363636365
1972,COL,59,75,1.271186440677966
1972,CRC,3,4,1.3333333333333333
1972,CUB,137,201,1.467153284671533
1972,DEN,126,155,1.2301587301587302
1972,DOM,5,5,1.0
1972,ECU,2,4,2.0
1972,EGY,23,26,1.1304347826086956
1972,ESA,11,18,1.6363636363636365
1972,ESP,126,169,1.3412698412698412
1972,ETH,31,40,1.2903225806451613
1972,FIJ,2,4,2.0
1972,FIN,146,216,1.4794520547945205
1972,FRA,267,425,1.591760299625468
1972,FRG,502,709,1.4123505976095618
1972,GAB,1,1,1.0
1972,GBR,321,504,1.5700934579439252
1972,GDR,339,523,1.5427728613569323
1972,GHA,35,41,1.1714285714285715
1972,GRE,63,72,1.1428571428571428
1972,GUA,8,11,1.375
1972,GUY,3,4,1.3333333333333333
1972,HAI,7,7,1.0
1972,HKG,10,18,1.8
1972,HUN,233,368,1.5793991416309012
1972,INA,6,7,1.1666666666666667
1972,IND,41,43,1.048780487804878
1972,IRI,52,68,1.3076923076923077
1972,IRL,59,84,1.423728813559322
1972,ISL,25,30,1.2
1972,ISR,14,17,1.2142857142857142
1972,ISV,16,16,1.0
1972,ITA,268,414,1.544776119402985
1972,JAM,33,51,1.5454545454545454
1972,JPN,269,427,1.587360594795539
1972,KEN,57,69,1.2105263157894737
1972,KOR,47,54,1.148936170212766
1972,KSA,10,14,1.4
1972,KUW,4,4,1.0
1972,LBR,5,5,1.0
1972,LES,1,2,2.0
1972,LIB,20,38,1.9
1972,LIE,10,22,2.2
1972,LUX,11,15,1.3636363636363635
1972,MAD,11,13,1.1818181818181819
1972,MAR,35,39,1.1142857142857143
1972,MAS,45,57,1.2666666666666666
1972,MAW,16,18,1.125
1972,MEX,174,281,1.6149425287356323
1972,MGL,43,52,1.2093023255813953
1972,MLI,3,3,1.0
1972,MLT,5,5,1.0
1972,MON,5,5,1.0
1972,MYA,18,19,1.0555555555555556
1972,NCA,8,10,1.25
1972,NED,130,225,1.7307692307692308
1972,NEP,2,2,1.0
1972,NGR,25,36,1.44
1972,NIG,4,4,1.0
1972,NOR,179,275,1.5363128491620113
1972,NZL,91,118,1.2967032967032968
1972,PAK,25,26,1.04
1972,PAN,7,8,1.1428571428571428
1972,PAR,3,3,1.0
1972,PER,20,31,1.55
1972,PHI,55,83,1.509090909090909
1972,POL,337,484,1.4362017804154303
1972,POR,29,41,1.4137931034482758
1972,PRK,43,93,2.1627906976744184
1972,PUR,53,60,1.1320754716981132
1972,ROU,172,281,1.6337209302325582
1972,SEN,38,40,1.0526315789473684
1972,SGP,7,12,1.7142857142857142
1972,SMR,7,7,1.0
1972,SOM,3,4,1.3333333333333333
1972,SRI,4,6,1.5
1972,SUD,26,31,1.1923076923076923
1972,SUI,203,344,1.6945812807881773
1972,SUR,2,3,1.5
1972,SWE,189,287,1.5185185185185186
1972,SWZ,2,4,2.0
1972,SYR,5,5,1.0
1972,TAN,15,22,1.4666666666666666
1972,TCH,222,335,1.509009009009009
1972,THA,33,37,1.121212121212121
1972,TOG,7,7,1.0
1972,TPE,26,53,2.0384615384615383
1972,TTO,19,36,1.894736842105263
1972,TUN,35,37,1.0571428571428572
1972,TUR,43,50,1.1627906976744187
1972,UGA,33,35,1.0606060606060606
1972,URS,447,649,1.4519015659955257
1972,URU,13,20,1.5384615384615385
1972,USA,503,725,1.4413518886679921
1972,VEN,23,33,1.434782608695652
1972,VNM,2,2,1.0
1972,YUG,152,243,1.5986842105263157
1972,ZAM,11,12,1.0909090909090908
1976,AHO,4,4,1.0
1976,AND,8,14,1.75
1976,ANT,10,17,1.7
1976,ARG,77,122,1.5844155844155845
1976,AUS,188,293,1.5585106382978724
1976,AUT,137,189,1.3795620437956204
1976,BAH,11,19,1.7272727272727273
1976,BAR,11,17,1.5454545454545454
1976,BEL,105,160,1.5238095238095237
1976,BER,16,20,1.25
1976,BIZ,4,4,1.0
1976,BOL,4,5,1.25
1976,BRA,79,89,1.1265822784810127
1976,BUL,187,296,1.5828877005347595
1976,CAN,443,640,1.4446952595936795
1976,CAY,2,2,1.0
1976,CHI,12,20,1.6666666666666667
1976,CIV,8,11,1.375
1976,CMR,4,4,1.0
1976,COL,35,44,1.2571428571428571
1976,CRC,5,10,2.0
1976,CUB,156,194,1.2435897435897436
1976,DEN,66,81,1.2272727272727273
1976,DOM,10,11,1.1
1976,ECU,5,8,1.6
1976,EGY,26,26,1.0
1976,ESP,117,171,1.4615384615384615
1976,FIJ,2,5,2.5
