Year,NOC,Athletes,Bronze,Gold,Silver,Total_Medals,Efficiency (%),Sport,Female_Participants,Male_Participants
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Bobsleigh,0,12
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Boxing,0,6
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Canoeing,0,14
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Cross Country Skiing,0,8
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Cycling,0,16
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Diving,3,1
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Equestrianism,0,14
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Fencing,3,26
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Figure Skating,6,6
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Football,0,13
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Gymnastics,0,64
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Handball,0,22
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Ice Hockey,0,12
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Modern Pentathlon,0,2
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Nordic Combined,0,4
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Rowing,0,9
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Sailing,0,1
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Shooting,0,3
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Ski Jumping,0,4
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Speed Skating,0,16
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Swimming,5,8
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Water Polo,0,11
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Weightlifting,0,10
1936,AUT,292,9.0,7.0,44.0,60.0,20.54794520547945,Wrestling,0,7
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Alpine Skiing,0,4
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Art Competitions,0,56
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Athletics,2,16
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Basketball,0,8
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Bobsleigh,0,12
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Boxing,0,8
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Canoeing,0,9
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Cycling,0,16
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Equestrianism,0,6
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Fencing,3,26
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Figure Skating,3,1
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Hockey,0,14
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Ice Hockey,0,10
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Modern Pentathlon,0,3
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Rowing,0,7
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Sailing,0,3
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Shooting,0,8
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Speed Skating,0,7
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Water Polo,0,9
1936,BEL,176,14.0,0.0,0.0,14.0,7.954545454545454,Wrestling,0,11
1936,BER,5,0.0,0.0,0.0,0.0,0.0,Swimming,0,9
1936,BOL,2,0.0,0.0,0.0,0.0,0.0,Art Competitions,0,1
1936,BOL,2,0.0,0.0,0.0,0.0,0.0,Swimming,0,1
1936,BRA,73,0.0,0.0,0.0,0.0,0.0,Athletics,0,11
1936,BRA,73,0.0,0.0,0.0,0.0,0.0,Basketball,0,8
1936,BRA,73,0.0,0.0,0.0,0.0,0.0,Cycling,0,3
1936,BRA,73,0.0,0.0,0.0,0.0,0.0,Fencing,1,17
1936,BRA,73,0.0,0.0,0.0,0.0,0.0,Modern Pentathlon,0,3
1936,BRA,73,0.0,0.0,0.0,0.0,0.0,Rowing,0,22
1936,BRA,73,0.0,0.0,0.0,0.0,0.0,Sailing,0,1
1936,BRA,73,0.0,0.0,0.0,0.0,0.0,Shooting,0,4
1936,BRA,73,0.0,0.0,0.0,0.0,0.0,Swimming,7,17
1936,BUL,33,0.0,0.0,0.0,0.0,0.0,Alpine Skiing,0,3
1936,BUL,33,0.0,0.0,0.0,0.0,0.0,Art Competitions,0,3
1936,BUL,33,0.0,0.0,0.0,0.0,0.0,Athletics,0,2
1936,BUL,33,0.0,0.0,0.0,0.0,0.0,Cross Country Skiing,0,8
1936,BUL,33,0.0,0.0,0.0,0.0,0.0,Cycling,0,14
1936,BUL,33,0.0,0.0,0.0,0.0,0.0,Equestrianism,0,6
1936,BUL,33,0.0,0.0,0.0,0.0,0.0,Fencing,0,3
1936,BUL,33,0.0,0.0,0.0,0.0,0.0,Gymnastics,0,56
1936,BUL,33,0.0,0.0,0.0,0.0,0.0,Shooting,0,1
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Alpine Skiing,4,3
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Art Competitions,0,5
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Athletics,10,39
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Basketball,0,9
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Boxing,0,4
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Canoeing,0,13
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Cross Country Skiing,0,4
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Cycling,0,14
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Diving,4,1
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Fencing,3,22
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Figure Skating,3,3
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Ice Hockey,0,13
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Nordic Combined,0,4
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Rowing,0,10
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Sailing,0,1
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Ski Jumping,0,3
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Speed Skating,0,4
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Swimming,10,17
1936,CAN,126,9.0,1.0,25.0,35.0,27.77777777777778,Wrestling,0,5
1936,CHI,40,0.0,0.0,0.0,0.0,0.0,Athletics,1,9
1936,CHI,40,0.0,0.0,0.0,0.0,0.0,Basketball,0,7
1936,CHI,40,0.0,0.0,0.0,0.0,0.0,Boxing,0,4
1936,CHI,40,0.0,0.0,0.0,0.0,0.0,Cycling,0,9
1936,CHI,40,0.0,0.0,0.0,0.0,0.0,Fencing,0,18
1936,CHI,40,0.0,0.0,0.0,0.0,0.0,Sailing,0,1
1936,CHI,40,0.0,0.0,0.0,0.0,0.0,Shooting,0,3
1936,CHI,40,0.0,0.0,0.0,0.0,0.0,Swimming,0,4
1936,CHN,54,0.0,0.0,0.0,0.0,0.0,Athletics,1,31
1936,CHN,54,0.0,0.0,0.0,0.0,0.0,Basketball,0,13
1936,CHN,54,0.0,0.0,0.0,0.0,0.0,Boxing,0,2
1936,CHN,54,0.0,0.0,0.0,0.0,0.0,Cycling,0,1
1936,CHN,54,0.0,0.0,0.0,0.0,0.0,Football,0,11
1936,CHN,54,0.0,0.0,0.0,0.0,0.0,Swimming,2,1
1936,CHN,54,0.0,0.0,0.0,0.0,0.0,Weightlifting,0,3
1936,COL,5,0.0,0.0,0.0,0.0,0.0,Athletics,0,6
1936,CRC,1,0.0,0.0,0.0,0.0,0.0,Fencing,0,1
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Art Competitions,1,4
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Athletics,0,13
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Boxing,0,8
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Canoeing,0,6
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Cycling,0,17
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Diving,2,0
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Equestrianism,0,7
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Fencing,3,22
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Hockey,0,16
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Rowing,0,23
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Sailing,0,7
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Shooting,0,8
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Swimming,15,15
1936,DEN,121,3.0,0.0,3.0,6.0,4.958677685950414,Wrestling,0,6
1936,EGY,53,2.0,2.0,1.0,5.0,9.433962264150944,Athletics,0,5
1936,EGY,53,2.0,2.0,1.0,5.0,9.433962264150944,Basketball,0,7
1936,EGY,53,2.0,2.0,1.0,5.0,9.433962264150944,Boxing,0,4
1936,EGY,53,2.0,2.0,1.0,5.0,9.433962264150944,Diving,0,4
1936,EGY,53,2.0,2.0,1.0,5.0,9.433962264150944,Fencing,0,16
1936,EGY,53,2.0,2.0,1.0,5.0,9.433962264150944,Football,0,11
1936,EGY,53,2.0,2.0,1.0,5.0,9.433962264150944,Shooting,0,1
1936,EGY,53,2.0,2.0,1.0,5.0,9.433962264150944,Swimming,0,7
1936,EGY,53,2.0,2.0,1.0,5.0,9.433962264150944,Weightlifting,0,8
1936,EGY,53,2.0,2.0,1.0,5.0,9.433962264150944,Wrestling,0,3
1936,ESP,6,0.0,0.0,0.0,0.0,0.0,Alpine Skiing,2,0
1936,ESP,6,0.0,0.0,0.0,0.0,0.0,Cross Country Skiing,0,4
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Alpine Skiing,1,0
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Athletics,0,8
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Basketball,0,8
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Boxing,0,2
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Cross Country Skiing,0,2
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Figure Skating,1,1
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Rowing,0,1
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Sailing,0,1
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Speed Skating,0,4
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Swimming,0,2
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Weightlifting,0,4
1936,EST,38,3.0,2.0,2.0,7.0,18.421052631578945,Wrestling,0,10
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Art Competitions,0,1
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Athletics,9,45
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Boxing,0,6
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Canoeing,0,3
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Cross Country Skiing,0,12
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Cycling,0,3
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Diving,0,2
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Equestrianism,0,1
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Figure Skating,0,1
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Football,0,11
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Gymnastics,0,64
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Modern Pentathlon,0,3
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Nordic Combined,0,4
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Sailing,0,12
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Shooting,0,9
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Ski Jumping,0,4
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Speed Skating,0,15
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Swimming,1,2
1936,FIN,127,16.0,12.0,8.0,36.0,28.346456692913385,Wrestling,0,14
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Alpine Skiing,0,3
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Athletics,5,46
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Basketball,0,11
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Bobsleigh,0,12
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Boxing,0,6
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Canoeing,0,5
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Cross Country Skiing,0,8
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Cycling,0,16
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Diving,2,1
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Equestrianism,0,18
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Fencing,3,26
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Gymnastics,0,64
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Hockey,0,18
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Ice Hockey,0,11
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Modern Pentathlon,0,3
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Rowing,0,20
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Sailing,0,14
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Shooting,0,9
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Swimming,3,8
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Water Polo,0,7
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Weightlifting,0,8
1936,FRA,229,19.0,13.0,13.0,45.0,19.65065502183406,Wrestling,0,10
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Alpine Skiing,4,4
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Athletics,13,50
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Bobsleigh,0,6
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Boxing,0,8
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Canoeing,0,3
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Cross Country Skiing,0,1
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Cycling,0,16
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Diving,4,2
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Equestrianism,0,12
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Fencing,2,26
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Figure Skating,6,6
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Football,0,15
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Gymnastics,8,0
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Ice Hockey,0,12
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Modern Pentathlon,0,3
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Nordic Combined,0,1
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Polo,0,4
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Rowing,0,18
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Sailing,1,13
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Swimming,15,14
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Water Polo,0,11
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Weightlifting,0,5
1936,GBR,245,12.0,24.0,17.0,53.0,21.63265306122449,Wrestling,0,7
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Alpine Skiing,4,4
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Art Competitions,4,129
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Athletics,18,68
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Basketball,0,10
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Bobsleigh,0,12
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Boxing,0,8
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Canoeing,0,14
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Cross Country Skiing,0,12
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Cycling,0,16
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Diving,6,6
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Equestrianism,0,18
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Fencing,3,26
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Figure Skating,3,4
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Football,0,16
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Gymnastics,8,64
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Handball,0,22
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Hockey,0,22
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Ice Hockey,0,12
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Modern Pentathlon,0,3
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Nordic Combined,0,4
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Polo,0,4
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Rowing,0,26
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Sailing,0,14
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Shooting,0,9
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Ski Jumping,0,4
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Speed Skating,0,8
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Swimming,13,19
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Water Polo,0,11
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Weightlifting,0,10
1936,GER,488,61.0,97.0,73.0,231.0,47.33606557377049,Wrestling,0,14
1936,GRE,42,0.0,0.0,0.0,0.0,0.0,Alpine Skiing,0,1
1936,GRE,42,0.0,0.0,0.0,0.0,0.0,Art Competitions,0,2
1936,GRE,42,0.0,0.0,0.0,0.0,0.0,Athletics,2,19
1936,GRE,42,0.0,0.0,0.0,0.0,0.0,Cross Country Skiing,0,1
1936,GRE,42,0.0,0.0,0.0,0.0,0.0,Fencing,0,21
1936,GRE,42,0.0,0.0,0.0,0.0,0.0,Modern Pentathlon,0,1
1936,GRE,42,0.0,0.0,0.0,0.0,0.0,Shooting,0,8
1936,GRE,42,0.0,0.0,0.0,0.0,0.0,Swimming,0,7
1936,GRE,42,0.0,0.0,0.0,0.0,0.0,Wrestling,0,4
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Alpine Skiing,0,4
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Art Competitions,1,6
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Athletics,1,39
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Boxing,0,6
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Canoeing,0,8
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Cycling,0,16
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Diving,0,4
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Equestrianism,0,18
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Fencing,3,26
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Figure Skating,3,4
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Football,0,11
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Gymnastics,8,64
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Handball,0,16
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Hockey,0,15
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Ice Hockey,0,13
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Modern Pentathlon,0,3
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Nordic Combined,0,2
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Polo,0,5
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Rowing,0,26
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Sailing,0,1
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Shooting,0,8
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Speed Skating,0,3
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Swimming,11,14
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Water Polo,0,11
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Weightlifting,0,2
1936,HUN,238,17.0,25.0,1.0,43.0,18.067226890756302,Wrestling,0,12
1936,IND,27,0.0,19.0,0.0,19.0,70.37037037037037,Athletics,0,7
1936,IND,27,0.0,19.0,0.0,19.0,70.37037037037037,Hockey,0,19
1936,IND,27,0.0,19.0,0.0,19.0,70.37037037037037,Weightlifting,0,1
1936,IND,27,0.0,19.0,0.0,19.0,70.37037037037037,Wrestling,0,3
1936,ISL,12,0.0,0.0,0.0,0.0,0.0,Athletics,0,5
1936,ISL,12,0.0,0.0,0.0,0.0,0.0,Water Polo,0,8
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Alpine Skiing,4,4
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Art Competitions,4,79
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Athletics,8,31
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Basketball,0,13
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Bobsleigh,0,12
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Boxing,0,8
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Canoeing,0,2
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Cross Country Skiing,0,12
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Cycling,0,16
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Diving,0,3
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Equestrianism,0,12
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Fencing,0,27
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Figure Skating,1,1
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Football,0,14
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Gymnastics,8,61
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Ice Hockey,0,10
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Modern Pentathlon,0,3
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Nordic Combined,0,2
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Rowing,0,22
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Sailing,0,14
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Shooting,0,9
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Ski Jumping,0,2
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Weightlifting,0,4
1936,ITA,284,5.0,37.0,34.0,76.0,26.76056338028169,Wrestling,0,11
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Alpine Skiing,0,3
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Art Competitions,3,81
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Athletics,7,50
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Basketball,0,8
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Boxing,0,5
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Cross Country Skiing,0,10
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Diving,5,4
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Equestrianism,0,12
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Figure Skating,1,4
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Football,0,12
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Gymnastics,0,64
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Hockey,0,11
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Ice Hockey,0,9
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Nordic Combined,0,3
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Rowing,0,17
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Sailing,0,3
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Ski Jumping,0,4
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Speed Skating,0,15
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Swimming,11,19
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Water Polo,0,8
1936,JPN,251,10.0,9.0,4.0,23.0,9.163346613545817,Wrestling,0,5
1936,LAT,55,1.0,0.0,1.0,2.0,3.6363636363636362,Alpine Skiing,1,2
1936,LAT,55,1.0,0.0,1.0,2.0,3.6363636363636362,Art Competitions,0,5
1936,LAT,55,1.0,0.0,1.0,2.0,3.6363636363636362,Athletics,0,7
1936,LAT,55,1.0,0.0,1.0,2.0,3.6363636363636362,Basketball,0,7
1936,LAT,55,1.0,0.0,1.0,2.0,3.6363636363636362,Cross Country Skiing,0,8
1936,LAT,55,1.0,0.0,1.0,2.0,3.6363636363636362,Cycling,0,8
1936,LAT,55,1.0,0.0,1.0,2.0,3.6363636363636362,Figure Skating,2,2
1936,LAT,55,1.0,0.0,1.0,2.0,3.6363636363636362,Ice Hockey,0,11
1936,LAT,55,1.0,0.0,1.0,2.0,3.6363636363636362,Nordic Combined,0,1
