Year,NOC,Athletes,Bronze,Gold,Silver,Total_Medals,Efficiency (%),Sport,Female_Participants,Male_Participants
1896,AUS,1,1.0,2.0,0.0,3.0,300.0,Athletics,0,3
1896,AUS,1,1.0,2.0,0.0,3.0,300.0,Tennis,0,2
1896,AUT,3,2.0,2.0,1.0,5.0,166.66666666666669,Cycling,0,4
1896,AUT,3,2.0,2.0,1.0,5.0,166.66666666666669,Fencing,0,1
1896,AUT,3,2.0,2.0,1.0,5.0,166.66666666666669,Swimming,0,3
1896,DEN,3,3.0,1.0,2.0,6.0,200.0,Athletics,0,4
1896,DEN,3,3.0,1.0,2.0,6.0,200.0,Fencing,0,1
1896,DEN,3,3.0,1.0,2.0,6.0,200.0,Gymnastics,0,1
1896,DEN,3,3.0,1.0,2.0,6.0,200.0,Shooting,0,7
1896,DEN,3,3.0,1.0,2.0,6.0,200.0,Weightlifting,0,2
1896,FRA,12,2.0,5.0,4.0,11.0,91.66666666666666,Athletics,0,12
1896,FRA,12,2.0,5.0,4.0,11.0,91.66666666666666,Cycling,0,7
1896,FRA,12,2.0,5.0,4.0,11.0,91.66666666666666,Fencing,0,4
1896,FRA,12,2.0,5.0,4.0,11.0,91.66666666666666,Gymnastics,0,1
1896,FRA,12,2.0,5.0,4.0,11.0,91.66666666666666,Shooting,0,1
1896,FRA,12,2.0,5.0,4.0,11.0,91.66666666666666,Tennis,0,1
1896,GBR,10,3.0,3.0,3.0,9.0,90.0,Athletics,0,7
1896,GBR,10,3.0,3.0,3.0,9.0,90.0,Cycling,0,5
1896,GBR,10,3.0,3.0,3.0,9.0,90.0,Gymnastics,0,1
1896,GBR,10,3.0,3.0,3.0,9.0,90.0,Shooting,0,5
1896,GBR,10,3.0,3.0,3.0,9.0,90.0,Tennis,0,4
1896,GBR,10,3.0,3.0,3.0,9.0,90.0,Weightlifting,0,2
1896,GBR,10,3.0,3.0,3.0,9.0,90.0,Wrestling,0,1
1896,GER,19,2.0,25.0,5.0,32.0,168.42105263157893,Athletics,0,14
1896,GER,19,2.0,25.0,5.0,32.0,168.42105263157893,Cycling,0,10
1896,GER,19,2.0,25.0,5.0,32.0,168.42105263157893,Gymnastics,0,66
1896,GER,19,2.0,25.0,5.0,32.0,168.42105263157893,Tennis,0,2
1896,GER,19,2.0,25.0,5.0,32.0,168.42105263157893,Weightlifting,0,1
1896,GER,19,2.0,25.0,5.0,32.0,168.42105263157893,Wrestling,0,1
1896,GRE,102,20.0,10.0,18.0,48.0,47.05882352941176,Athletics,0,36
1896,GRE,102,20.0,10.0,18.0,48.0,47.05882352941176,Cycling,0,15
1896,GRE,102,20.0,10.0,18.0,48.0,47.05882352941176,Fencing,0,9
1896,GRE,102,20.0,10.0,18.0,48.0,47.05882352941176,Gymnastics,0,12
1896,GRE,102,20.0,10.0,18.0,48.0,47.05882352941176,Shooting,0,46
1896,GRE,102,20.0,10.0,18.0,48.0,47.05882352941176,Swimming,0,11
1896,GRE,102,20.0,10.0,18.0,48.0,47.05882352941176,Tennis,0,13
1896,GRE,102,20.0,10.0,18.0,48.0,47.05882352941176,Weightlifting,0,4
1896,GRE,102,20.0,10.0,18.0,48.0,47.05882352941176,Wrestling,0,2
1896,HUN,7,3.0,2.0,1.0,6.0,85.71428571428571,Athletics,0,5
1896,HUN,7,3.0,2.0,1.0,6.0,85.71428571428571,Gymnastics,0,8
1896,HUN,7,3.0,2.0,1.0,6.0,85.71428571428571,Swimming,0,2
1896,HUN,7,3.0,2.0,1.0,6.0,85.71428571428571,Tennis,0,1
1896,HUN,7,3.0,2.0,1.0,6.0,85.71428571428571,Weightlifting,0,1
1896,HUN,7,3.0,2.0,1.0,6.0,85.71428571428571,Wrestling,0,1
1896,ITA,1,0.0,0.0,0.0,0.0,0.0,Shooting,0,1
1896,SUI,3,0.0,1.0,2.0,3.0,100.0,Gymnastics,0,7
1896,SUI,3,0.0,1.0,2.0,3.0,100.0,Shooting,0,1
1896,SWE,1,0.0,0.0,0.0,0.0,0.0,Athletics,0,4
1896,SWE,1,0.0,0.0,0.0,0.0,0.0,Gymnastics,0,1
1896,USA,14,2.0,11.0,7.0,20.0,142.85714285714286,Athletics,0,21
1896,USA,14,2.0,11.0,7.0,20.0,142.85714285714286,Shooting,0,4
1896,USA,14,2.0,11.0,7.0,20.0,142.85714285714286,Swimming,0,2
1900,ARG,1,0.0,0.0,0.0,0.0,0.0,Fencing,0,1
1900,AUS,2,3.0,3.0,0.0,6.0,300.0,Athletics,0,4
1900,AUS,2,3.0,3.0,0.0,6.0,300.0,Swimming,0,2
1900,AUT,16,3.0,0.0,3.0,6.0,37.5,Athletics,0,3
1900,AUT,16,3.0,0.0,3.0,6.0,37.5,Equestrianism,0,6
1900,AUT,16,3.0,0.0,3.0,6.0,37.5,Fencing,0,8
1900,AUT,16,3.0,0.0,3.0,6.0,37.5,Swimming,0,9
1900,BEL,64,13.0,6.0,24.0,43.0,67.1875,Archery,0,8
1900,BEL,64,13.0,6.0,24.0,43.0,67.1875,Cycling,0,1
1900,BEL,64,13.0,6.0,24.0,43.0,67.1875,Equestrianism,0,15
1900,BEL,64,13.0,6.0,24.0,43.0,67.1875,Fencing,0,6
1900,BEL,64,13.0,6.0,24.0,43.0,67.1875,Football,0,9
1900,BEL,64,13.0,6.0,24.0,43.0,67.1875,Gymnastics,0,2
1900,BEL,64,13.0,6.0,24.0,43.0,67.1875,Rowing,0,11
1900,BEL,64,13.0,6.0,24.0,43.0,67.1875,Shooting,0,36
1900,BEL,64,13.0,6.0,24.0,43.0,67.1875,Swimming,0,1
1900,BEL,64,13.0,6.0,24.0,43.0,67.1875,Water Polo,0,11
1900,BOH,7,2.0,0.0,1.0,3.0,42.857142857142854,Athletics,0,5
1900,BOH,7,2.0,0.0,1.0,3.0,42.857142857142854,Cycling,0,1
1900,BOH,7,2.0,0.0,1.0,3.0,42.857142857142854,Gymnastics,0,1
1900,BOH,7,2.0,0.0,1.0,3.0,42.857142857142854,Tennis,2,0
1900,BRA,1,0.0,0.0,0.0,0.0,0.0,Athletics,0,3
1900,CAN,4,1.0,1.0,0.0,2.0,50.0,Athletics,0,7
1900,COL,1,0.0,0.0,1.0,1.0,100.0,Tug-Of-War,0,1
1900,CUB,1,0.0,1.0,1.0,2.0,200.0,Fencing,0,2
1900,DEN,13,2.0,4.0,3.0,9.0,69.23076923076923,Athletics,0,6
1900,DEN,13,2.0,4.0,3.0,9.0,69.23076923076923,Fencing,0,1
1900,DEN,13,2.0,4.0,3.0,9.0,69.23076923076923,Shooting,0,25
1900,DEN,13,2.0,4.0,3.0,9.0,69.23076923076923,Swimming,0,1
1900,DEN,13,2.0,4.0,3.0,9.0,69.23076923076923,Tug-Of-War,0,3
1900,ESP,9,0.0,2.0,0.0,2.0,22.22222222222222,Basque Pelota,0,2
1900,ESP,9,0.0,2.0,0.0,2.0,22.22222222222222,Equestrianism,0,1
1900,ESP,9,0.0,2.0,0.0,2.0,22.22222222222222,Fencing,0,3
1900,ESP,9,0.0,2.0,0.0,2.0,22.22222222222222,Rowing,0,6
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Archery,0,18
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Athletics,0,29
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Cricket,0,3
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Croquet,6,13
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Cycling,0,71
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Equestrianism,1,46
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Fencing,0,253
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Football,0,13
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Golf,5,2
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Gymnastics,0,108
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Polo,0,8
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Rowing,0,59
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Rugby,0,15
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Sailing,0,227
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Shooting,0,62
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Swimming,0,81
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Tennis,4,15
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Tug-Of-War,0,5
1900,FRA,720,82.0,52.0,101.0,235.0,32.63888888888889,Water Polo,0,27
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Athletics,0,19
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Cricket,0,21
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Cycling,0,2
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Equestrianism,0,1
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Fencing,0,3
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Football,0,12
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Golf,0,5
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Gymnastics,0,4
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Polo,0,6
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Rowing,0,1
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Rugby,0,15
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Sailing,0,19
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Shooting,0,1
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Swimming,0,14
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Tennis,2,14
1900,GBR,104,15.0,59.0,34.0,108.0,103.84615384615385,Water Polo,0,7
1900,GER,76,11.0,14.0,20.0,45.0,59.210526315789465,Athletics,0,10
1900,GER,76,11.0,14.0,20.0,45.0,59.210526315789465,Cycling,0,5
1900,GER,76,11.0,14.0,20.0,45.0,59.210526315789465,Equestrianism,0,1
1900,GER,76,11.0,14.0,20.0,45.0,59.210526315789465,Fencing,0,1
1900,GER,76,11.0,14.0,20.0,45.0,59.210526315789465,Gymnastics,0,14
1900,GER,76,11.0,14.0,20.0,45.0,59.210526315789465,Rowing,0,30
1900,GER,76,11.0,14.0,20.0,45.0,59.210526315789465,Rugby,0,15
1900,GER,76,11.0,14.0,20.0,45.0,59.210526315789465,Sailing,0,12
1900,GER,76,11.0,14.0,20.0,45.0,59.210526315789465,Swimming,0,8
1900,GER,76,11.0,14.0,20.0,45.0,59.210526315789465,Water Polo,0,7
1900,GRE,3,0.0,0.0,0.0,0.0,0.0,Athletics,0,3
1900,GRE,3,0.0,0.0,0.0,0.0,0.0,Golf,0,1
1900,HAI,3,0.0,1.0,0.0,1.0,33.33333333333333,Fencing,0,3
1900,HAI,3,0.0,1.0,0.0,1.0,33.33333333333333,Rugby,0,1
1900,HUN,18,2.0,1.0,2.0,5.0,27.77777777777778,Athletics,0,21
1900,HUN,18,2.0,1.0,2.0,5.0,27.77777777777778,Fencing,0,8
1900,HUN,18,2.0,1.0,2.0,5.0,27.77777777777778,Gymnastics,0,2
1900,HUN,18,2.0,1.0,2.0,5.0,27.77777777777778,Swimming,0,3
1900,IND,1,0.0,0.0,2.0,2.0,200.0,Athletics,0,5
1900,IRI,1,0.0,0.0,0.0,0.0,0.0,Fencing,0,1
1900,ITA,23,0.0,3.0,2.0,5.0,21.73913043478261,Athletics,0,3
1900,ITA,23,0.0,3.0,2.0,5.0,21.73913043478261,Cycling,0,10
1900,ITA,23,0.0,3.0,2.0,5.0,21.73913043478261,Equestrianism,1,4
1900,ITA,23,0.0,3.0,2.0,5.0,21.73913043478261,Fencing,0,14
1900,ITA,23,0.0,3.0,2.0,5.0,21.73913043478261,Gymnastics,0,1
1900,ITA,23,0.0,3.0,2.0,5.0,21.73913043478261,Swimming,0,3
1900,LUX,1,0.0,1.0,0.0,1.0,100.0,Athletics,0,1
1900,MEX,3,3.0,0.0,0.0,3.0,100.0,Polo,0,3
1900,NED,35,16.0,3.0,8.0,27.0,77.14285714285715,Archery,0,6
1900,NED,35,16.0,3.0,8.0,27.0,77.14285714285715,Fencing,0,1
1900,NED,35,16.0,3.0,8.0,27.0,77.14285714285715,Football,0,1
1900,NED,35,16.0,3.0,8.0,27.0,77.14285714285715,Rowing,0,17
1900,NED,35,16.0,3.0,8.0,27.0,77.14285714285715,Sailing,0,9
1900,NED,35,16.0,3.0,8.0,27.0,77.14285714285715,Shooting,0,35
1900,NED,35,16.0,3.0,8.0,27.0,77.14285714285715,Swimming,0,4
1900,NOR,7,3.0,0.0,6.0,9.0,128.57142857142858,Athletics,0,4
1900,NOR,7,3.0,0.0,6.0,9.0,128.57142857142858,Shooting,0,25
1900,NZL,1,0.0,1.0,0.0,1.0,100.0,Water Polo,0,1
1900,PER,1,0.0,0.0,0.0,0.0,0.0,Fencing,0,2
1900,ROU,1,0.0,0.0,0.0,0.0,0.0,Shooting,0,1
1900,RUS,4,0.0,0.0,0.0,0.0,0.0,Equestrianism,0,3
1900,RUS,4,0.0,0.0,0.0,0.0,0.0,Fencing,0,2
1900,SUI,18,1.0,16.0,4.0,21.0,116.66666666666667,Fencing,0,4
1900,SUI,18,1.0,16.0,4.0,21.0,116.66666666666667,Gymnastics,0,3
1900,SUI,18,1.0,16.0,4.0,21.0,116.66666666666667,Sailing,3,6
1900,SUI,18,1.0,16.0,4.0,21.0,116.66666666666667,Shooting,0,36
1900,SWE,10,1.0,3.0,0.0,4.0,40.0,Athletics,0,20
1900,SWE,10,1.0,3.0,0.0,4.0,40.0,Fencing,0,1
1900,SWE,10,1.0,3.0,0.0,4.0,40.0,Swimming,0,3
1900,SWE,10,1.0,3.0,0.0,4.0,40.0,Tug-Of-War,0,3
1900,USA,75,17.0,30.0,16.0,63.0,84.0,Athletics,0,91
1900,USA,75,17.0,30.0,16.0,63.0,84.0,Cycling,0,2
1900,USA,75,17.0,30.0,16.0,63.0,84.0,Fencing,0,3
1900,USA,75,17.0,30.0,16.0,63.0,84.0,Golf,5,4
1900,USA,75,17.0,30.0,16.0,63.0,84.0,Polo,0,4
1900,USA,75,17.0,30.0,16.0,63.0,84.0,Rowing,0,9
1900,USA,75,17.0,30.0,16.0,63.0,84.0,Rugby,0,1
1900,USA,75,17.0,30.0,16.0,63.0,84.0,Sailing,0,4
1900,USA,75,17.0,30.0,16.0,63.0,84.0,Swimming,0,2
1900,USA,75,17.0,30.0,16.0,63.0,84.0,Tennis,4,6
1904,AUS,2,1.0,0.0,3.0,4.0,200.0,Athletics,0,2
1904,AUS,2,1.0,0.0,3.0,4.0,200.0,Swimming,0,4
1904,AUT,2,1.0,2.0,1.0,4.0,200.0,Gymnastics,0,4
1904,AUT,2,1.0,2.0,1.0,4.0,200.0,Swimming,0,3
1904,CAN,56,12.0,27.0,9.0,48.0,85.71428571428571,Athletics,0,10
1904,CAN,56,12.0,27.0,9.0,48.0,85.71428571428571,Football,0,13
1904,CAN,56,12.0,27.0,9.0,48.0,85.71428571428571,Golf,0,3
1904,CAN,56,12.0,27.0,9.0,48.0,85.71428571428571,Lacrosse,0,24
1904,CAN,56,12.0,27.0,9.0,48.0,85.71428571428571,Rowing,0,9
1904,CAN,56,12.0,27.0,9.0,48.0,85.71428571428571,Wrestling,0,2
1904,CUB,3,0.0,5.0,0.0,5.0,166.66666666666669,Athletics,0,1
1904,CUB,3,0.0,5.0,0.0,5.0,166.66666666666669,Fencing,0,5
1904,FRA,1,0.0,0.0,2.0,2.0,200.0,Athletics,0,2
1904,GBR,6,0.0,1.0,1.0,2.0,33.33333333333333,Athletics,0,3
1904,GBR,6,0.0,1.0,1.0,2.0,33.33333333333333,Fencing,0,1
1904,GBR,6,0.0,1.0,1.0,2.0,33.33333333333333,Golf,0,2
1904,GER,22,7.0,4.0,5.0,16.0,72.72727272727273,Athletics,0,5
1904,GER,22,7.0,4.0,5.0,16.0,72.72727272727273,Diving,0,3
1904,GER,22,7.0,4.0,5.0,16.0,72.72727272727273,Fencing,0,2
1904,GER,22,7.0,4.0,5.0,16.0,72.72727272727273,Gymnastics,0,28
1904,GER,22,7.0,4.0,5.0,16.0,72.72727272727273,Swimming,0,9
1904,GER,22,7.0,4.0,5.0,16.0,72.72727272727273,Tennis,0,2
1904,GER,22,7.0,4.0,5.0,16.0,72.72727272727273,Tug-Of-War,0,1
1904,GER,22,7.0,4.0,5.0,16.0,72.72727272727273,Weightlifting,0,2
1904,GER,22,7.0,4.0,5.0,16.0,72.72727272727273,Wrestling,0,3
1904,GRE,14,1.0,1.0,0.0,2.0,14.285714285714285,Athletics,0,11
1904,GRE,14,1.0,1.0,0.0,2.0,14.285714285714285,Tug-Of-War,0,5
1904,GRE,14,1.0,1.0,0.0,2.0,14.285714285714285,Weightlifting,0,1
1904,HUN,4,1.0,2.0,1.0,4.0,100.0,Athletics,0,5
1904,HUN,4,1.0,2.0,1.0,4.0,100.0,Swimming,0,4
1904,ITA,1,0.0,0.0,0.0,0.0,0.0,Cycling,0,1
1904,NFL,1,0.0,0.0,0.0,0.0,0.0,Athletics,0,1
1904,NOR,3,0.0,2.0,0.0,2.0,66.66666666666666,Gymnastics,0,4
1904,NOR,3,0.0,2.0,0.0,2.0,66.66666666666666,Wrestling,0,2
1904,RSA,8,0.0,0.0,0.0,0.0,0.0,Athletics,0,3
1904,RSA,8,0.0,0.0,0.0,0.0,0.0,Tug-Of-War,0,5
1904,SUI,3,2.0,1.0,0.0,3.0,100.0,Gymnastics,0,6
1904,SUI,3,2.0,1.0,0.0,3.0,100.0,Wrestling,0,1
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Archery,16,54
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Athletics,0,158
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Boxing,0,24
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Cycling,0,60
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Diving,0,2
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Fencing,0,20
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Football,0,23
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Golf,0,100
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Gymnastics,0,416
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Lacrosse,0,12
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Roque,0,4
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Rowing,0,37
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Swimming,0,44
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Tennis,0,55
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Tug-Of-War,0,19
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Water Polo,0,21
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Weightlifting,0,4
1904,USA,524,125.0,128.0,141.0,394.0,75.19083969465649,Wrestling,0,40
1906,AUS,4,3.0,0.0,0.0,3.0,75.0,Athletics,0,7
1906,AUS,4,3.0,0.0,0.0,3.0,75.0,Swimming,0,3
1906,AUT,31,3.0,3.0,3.0,9.0,29.03225806451613,Athletics,0,32
1906,AUT,31,3.0,3.0,3.0,9.0,29.03225806451613,Cycling,0,18
1906,AUT,31,3.0,3.0,3.0,9.0,29.03225806451613,Diving,0,1
1906,AUT,31,3.0,3.0,3.0,9.0,29.03225806451613,Fencing,0,6
1906,AUT,31,3.0,3.0,3.0,9.0,29.03225806451613,Shooting,0,15
1906,AUT,31,3.0,3.0,3.0,9.0,29.03225806451613,Swimming,0,9
1906,AUT,31,3.0,3.0,3.0,9.0,29.03225806451613,Tug-Of-War,0,8
1906,AUT,31,3.0,3.0,3.0,9.0,29.03225806451613,Weightlifting,0,2
1906,AUT,31,3.0,3.0,3.0,9.0,29.03225806451613,Wrestling,0,9
1906,BEL,16,6.0,2.0,3.0,11.0,68.75,Athletics,0,4
1906,BEL,16,6.0,2.0,3.0,11.0,68.75,Cycling,0,6
1906,BEL,16,6.0,2.0,3.0,11.0,68.75,Fencing,0,11
1906,BEL,16,6.0,2.0,3.0,11.0,68.75,Rowing,0,4
1906,BEL,16,6.0,2.0,3.0,11.0,68.75,Shooting,0,1
1906,BEL,16,6.0,2.0,3.0,11.0,68.75,Weightlifting,0,2
1906,BEL,16,6.0,2.0,3.0,11.0,68.75,Wrestling,0,3
1906,BOH,13,3.0,0.0,0.0,3.0,23.076923076923077,Athletics,0,13
1906,BOH,13,3.0,0.0,0.0,3.0,23.076923076923077,Fencing,0,1
1906,BOH,13,3.0,0.0,0.0,3.0,23.076923076923077,Gymnastics,0,3
1906,BOH,13,3.0,0.0,0.0,3.0,23.076923076923077,Shooting,0,5
1906,BOH,13,3.0,0.0,0.0,3.0,23.076923076923077,Tennis,0,5
1906,BOH,13,3.0,0.0,0.0,3.0,23.076923076923077,Wrestling,0,2
1906,CAN,3,0.0,1.0,1.0,2.0,66.66666666666666,Athletics,0,4
1906,CRT,8,0.0,0.0,0.0,0.0,0.0,Athletics,0,10
1906,CRT,8,0.0,0.0,0.0,0.0,0.0,Shooting,0,1
1906,DEN,49,1.0,14.0,19.0,34.0,69.38775510204081,Athletics,0,13
1906,DEN,49,1.0,14.0,19.0,34.0,69.38775510204081,Cycling,0,2
1906,DEN,49,1.0,14.0,19.0,34.0,69.38775510204081,Fencing,0,5
1906,DEN,49,1.0,14.0,19.0,34.0,69.38775510204081,Football,0,12
1906,DEN,49,1.0,14.0,19.0,34.0,69.38775510204081,Gymnastics,0,18
1906,DEN,49,1.0,14.0,19.0,34.0,69.38775510204081,Rowing,0,11
1906,DEN,49,1.0,14.0,19.0,34.0,69.38775510204081,Swimming,0,3
1906,DEN,49,1.0,14.0,19.0,34.0,69.38775510204081,Wrestling,0,4
1906,EGY,2,0.0,0.0,0.0,0.0,0.0,Athletics,0,2
1906,EGY,2,0.0,0.0,0.0,0.0,0.0,Cycling,0,2
1906,EGY,2,0.0,0.0,0.0,0.0,0.0,Wrestling,0,1
1906,FIN,4,1.0,2.0,1.0,4.0,100.0,Athletics,0,16
1906,FIN,4,1.0,2.0,1.0,4.0,100.0,Wrestling,0,2
1906,FRA,56,28.0,20.0,16.0,64.0,114.28571428571428,Athletics,0,23
1906,FRA,56,28.0,20.0,16.0,64.0,114.28571428571428,Cycling,0,22
1906,FRA,56,28.0,20.0,16.0,64.0,114.28571428571428,Fencing,0,13
1906,FRA,56,28.0,20.0,16.0,64.0,114.28571428571428,Football,0,3
1906,FRA,56,28.0,20.0,16.0,64.0,114.28571428571428,Gymnastics,0,8
1906,FRA,56,28.0,20.0,16.0,64.0,114.28571428571428,Rowing,0,24
1906,FRA,56,28.0,20.0,16.0,64.0,114.28571428571428,Shooting,0,66
1906,FRA,56,28.0,20.0,16.0,64.0,114.28571428571428,Swimming,0,3
1906,FRA,56,28.0,20.0,16.0,64.0,114.28571428571428,Tennis,2,6
1906,FRA,56,28.0,20.0,16.0,64.0,114.28571428571428,Weightlifting,0,2
1906,FRA,56,28.0,20.0,16.0,64.0,114.28571428571428,Wrestling,0,2
1906,GBR,48,8.0,9.0,22.0,39.0,81.25,Athletics,0,36
1906,GBR,48,8.0,9.0,22.0,39.0,81.25,Cycling,0,20
1906,GBR,48,8.0,9.0,22.0,39.0,81.25,Diving,0,2
1906,GBR,48,8.0,9.0,22.0,39.0,81.25,Fencing,0,7
1906,GBR,48,8.0,9.0,22.0,39.0,81.25,Football,0,8
1906,GBR,48,8.0,9.0,22.0,39.0,81.25,Gymnastics,0,4
1906,GBR,48,8.0,9.0,22.0,39.0,81.25,Rowing,0,1
1906,GBR,48,8.0,9.0,22.0,39.0,81.25,Shooting,0,21
1906,GBR,48,8.0,9.0,22.0,39.0,81.25,Swimming,0,14
1906,GER,49,6.0,14.0,10.0,30.0,61.224489795918366,Athletics,0,47
1906,GER,49,6.0,14.0,10.0,30.0,61.224489795918366,Cycling,0,27
1906,GER,49,6.0,14.0,10.0,30.0,61.224489795918366,Diving,0,4
1906,GER,49,6.0,14.0,10.0,30.0,61.224489795918366,Fencing,0,23
1906,GER,49,6.0,14.0,10.0,30.0,61.224489795918366,Gymnastics,0,33
1906,GER,49,6.0,14.0,10.0,30.0,61.224489795918366,Swimming,0,9
1906,GER,49,6.0,14.0,10.0,30.0,61.224489795918366,Tug-Of-War,0,8
1906,GER,49,6.0,14.0,10.0,30.0,61.224489795918366,Weightlifting,0,4
1906,GER,49,6.0,14.0,10.0,30.0,61.224489795918366,Wrestling,0,2
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Athletics,0,108
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Cycling,0,22
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Diving,0,3
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Fencing,0,26
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Football,0,22
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Gymnastics,0,23
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Rowing,0,122
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Shooting,0,98
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Swimming,0,9
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Tennis,9,16
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Tug-Of-War,0,8
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Weightlifting,0,9
1906,GRE,312,30.0,24.0,48.0,102.0,32.69230769230769,Wrestling,0,9
1906,HUN,35,3.0,5.0,5.0,13.0,37.142857142857146,Athletics,0,35
1906,HUN,35,3.0,5.0,5.0,13.0,37.142857142857146,Fencing,0,18
1906,HUN,35,3.0,5.0,5.0,13.0,37.142857142857146,Gymnastics,0,22
1906,HUN,35,3.0,5.0,5.0,13.0,37.142857142857146,Shooting,0,12
1906,HUN,35,3.0,5.0,5.0,13.0,37.142857142857146,Swimming,0,8
1906,HUN,35,3.0,5.0,5.0,13.0,37.142857142857146,Tennis,0,1
1906,HUN,35,3.0,5.0,5.0,13.0,37.142857142857146,Wrestling,0,3
1906,ITA,76,27.0,21.0,8.0,56.0,73.68421052631578,Athletics,0,9
1906,ITA,76,27.0,21.0,8.0,56.0,73.68421052631578,Cycling,0,7
1906,ITA,76,27.0,21.0,8.0,56.0,73.68421052631578,Diving,0,2
1906,ITA,76,27.0,21.0,8.0,56.0,73.68421052631578,Fencing,0,4
1906,ITA,76,27.0,21.0,8.0,56.0,73.68421052631578,Gymnastics,0,24
1906,ITA,76,27.0,21.0,8.0,56.0,73.68421052631578,Rowing,0,38
1906,ITA,76,27.0,21.0,8.0,56.0,73.68421052631578,Shooting,0,15
1906,ITA,76,27.0,21.0,8.0,56.0,73.68421052631578,Swimming,0,2
1906,ITA,76,27.0,21.0,8.0,56.0,73.68421052631578,Weightlifting,0,2
1906,NED,16,5.0,0.0,1.0,6.0,37.5,Fencing,0,44
1906,NED,16,5.0,0.0,1.0,6.0,37.5,Tennis,0,5
1906,NOR,32,0.0,20.0,5.0,25.0,78.125,Athletics,0,7
1906,NOR,32,0.0,20.0,5.0,25.0,78.125,Gymnastics,0,21
1906,NOR,32,0.0,20.0,5.0,25.0,78.125,Shooting,0,27
